Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
68,3/9/19,68,25-000,TOR_D,@,EDM,W,1,0,1,0,2,0,1,0,0,0,0,0,6,16.7,34,22:04,0,0,0,0,
69,3/11/19,69,25-002,TOR_D,,TBL,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0,24,21:07,0,1,0,0,
70,3/13/19,70,25-004,TOR_D,,CHI,L,1,1,2,1,0,0,1,0,0,1,0,0,4,25,28,26:37:00,0,2,0,0,
71,3/15/19,71,25-006,TOR_D,,PHI,W,0,0,0,1,0,0,0,0,0,0,0,0,6,0,31,25:58:00,0,0,0,0,
72,3/16/19,72,25-007,TOR_D,@,OTT,L,1,0,1,-3,0,1,0,0,0,0,0,0,4,25,26,24:55:00,0,0,0,0,
73,3/19/19,73,25-010,TOR_D,@,NSH,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,30,24:38:00,1,2,0,0,
74,3/20/19,74,25-011,TOR_D,@,BUF,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0,32,25:25:00,0,2,0,0,
75,3/23/19,75,25-014,TOR_D,,NYR,L-OT,0,0,0,1,0,0,0,0,0,0,0,0,9,0,33,27:18:00,1,5,0,0,
76,3/25/19,76,25-016,TOR_D,,FLA,W,0,2,2,1,0,0,0,0,0,2,0,0,1,0,31,20:54,2,1,0,0,
77,3/27/19,77,25-018,TOR_D,@,PHI,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,0,,33,25:09:00,1,0,0,0,
78,3/30/19,78,25-021,TOR_D,@,OTT,L,0,1,1,-1,0,0,0,0,0,0,1,0,5,0,27,25:23:00,0,2,0,0,
79,4/1/19,79,25-023,TOR_D,@,NYI,W,0,0,0,0,2,0,0,0,0,0,0,0,4,0,29,24:18:00,0,1,0,0,
80,4/2/19,80,25-024,TOR_D,,CAR,L,0,1,1,-1,0,0,0,0,0,0,1,0,1,0,31,23:18,1,0,0,0,
81,4/4/19,81,25-026,TOR_D,,TBL,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,28,22:52,1,0,0,0,
82,4/6/19,82,25-028,TOR_D,@,MTL,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,31,26:47:00,0,4,0,0,
1,10/4/17,1,23-209,TOR_D,@,WPG,W,0,1,1,0,4,0,0,0,0,0,1,0,3,0,30,18:21,0,0,0,0,
2,10/7/17,2,23-212,TOR_D,,NYR,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,21:04,0,0,0,0,
3,10/9/17,3,23-214,TOR_D,,CHI,W,0,1,1,-2,0,0,0,0,0,0,1,0,4,0,30,23:41,1,1,0,0,
4,10/11/17,4,23-216,TOR_D,,NJD,L,0,1,1,-2,0,0,0,0,0,0,1,0,6,0,32,22:27,1,0,0,0,
5,10/14/17,5,23-219,TOR_D,@,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,18:51,0,1,0,0,
6,10/17/17,6,23-222,TOR_D,@,WSH,W,0,2,2,2,0,0,0,0,0,2,0,0,3,0,29,20:07,0,3,0,0,
7,10/18/17,7,23-223,TOR_D,,DET,W,1,1,2,2,0,0,1,0,0,1,0,0,2,50,33,22:29,0,0,0,0,
8,10/21/17,8,23-226,TOR_D,@,OTT,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,21:00,0,1,0,0,
9,10/23/17,9,23-228,TOR_D,,LAK,W,0,1,1,0,0,0,0,0,0,1,0,0,2,0,31,20:07,2,1,0,0,
10,10/26/17,10,23-231,TOR_D,,CAR,L,0,1,1,-1,0,0,0,0,0,1,0,0,1,0,29,21:08,0,0,0,0,
11,10/28/17,11,23-233,TOR_D,,PHI,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,29,21:25,1,2,0,0,
12,10/30/17,12,23-235,TOR_D,@,SJS,L,0,1,1,-1,0,0,0,0,0,1,0,0,2,0,29,19:44,0,2,0,0,
13,11/1/17,13,23-237,TOR_D,@,ANA,W,0,0,0,2,0,0,0,0,0,0,0,0,2,0,27,19:15,2,0,0,0,
14,11/2/17,14,23-238,TOR_D,@,LAK,L,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,31,20:35,0,0,0,0,
15,11/4/17,15,23-240,TOR_D,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,24,20:38,0,1,0,0,
16,11/6/17,16,23-242,TOR_D,,VEG,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0,34,23:13,0,1,0,0,
17,11/8/17,17,23-244,TOR_D,,MIN,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0,31,22:11,0,2,0,0,
18,11/10/17,18,23-246,TOR_D,,BOS,W,0,1,1,-1,0,0,0,0,0,0,1,0,3,0,31,23:56,1,0,0,0,
19,11/11/17,19,23-247,TOR_D,@,BOS,W,1,1,2,1,0,1,0,0,0,0,1,0,3,33.3,30,21:10,0,2,0,0,
20,11/16/17,20,23-252,TOR_D,,NJD,W,0,1,1,0,0,0,0,0,0,1,0,0,3,0,33,21:53,1,3,0,0,
21,11/18/17,21,23-254,TOR_D,@,MTL,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33,23:43,0,1,0,0,
22,11/20/17,22,23-256,TOR_D,,ARI,L,0,0,0,-1,0,0,0,0,0,0,0,0,5,0,32,21:39,0,3,0,0,
23,11/22/17,23,23-258,TOR_D,@,FLA,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,24:03:00,1,0,0,0,
24,11/24/17,24,23-260,TOR_D,@,CAR,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0,32,24:30:00,0,2,0,0,
25,11/25/17,25,23-261,TOR_D,,WSH,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,29,20:56,0,3,0,0,
26,11/28/17,26,23-264,TOR_D,@,CGY,W,0,0,0,0,2,0,0,0,0,0,0,0,3,0,30,21:08,0,1,0,0,
