Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
5,10/22/16,5,19-170,TOR_RW,@,CHI,L-SO,0,1,1,1,2,0,0,0,0,1,0,0,1,0,22,16:33,1,3,0,0,
6,10/25/16,6,19-173,TOR_RW,,TBL,L,0,0,0,-1,4,0,0,0,0,0,0,0,3,0,23,17:44,1,0,1,0,100
7,10/27/16,7,19-175,TOR_RW,,FLA,W,0,3,3,3,2,0,0,0,0,3,0,0,2,0,22,16:04,0,0,1,1,50
8,10/29/16,8,19-177,TOR_RW,@,MTL,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,18:43,0,0,0,0,
9,10/30/16,9,19-178,TOR_RW,@,NYI,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0,21,16:48,0,0,1,1,50
10,11/1/16,10,19-180,TOR_RW,,EDM,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,21,16:04,1,0,0,1,0
11,11/3/16,11,19-182,TOR_RW,@,BUF,W,2,0,2,1,0,2,0,0,1,0,0,0,4,50,20,14:30,0,0,1,0,100
12,11/5/16,12,19-184,TOR_RW,,VAN,W,1,1,2,0,0,1,0,0,1,0,1,0,4,25,24,15:44,1,0,0,1,0
13,11/8/16,13,19-187,TOR_RW,,LAK,L,0,0,0,-3,0,0,0,0,0,0,0,0,2,0,20,18:01,1,0,0,0,
14,11/11/16,14,19-190,TOR_RW,,PHI,W,1,1,2,-1,0,0,1,0,0,0,1,0,3,33.3,23,17:35,0,0,1,0,100
15,11/12/16,15,19-191,TOR_RW,@,PIT,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,20,17:42,0,0,0,0,
16,11/15/16,16,19-194,TOR_RW,,NSH,W,1,2,3,4,0,1,0,0,0,2,0,0,4,25,23,17:26,1,0,0,0,
17,11/17/16,17,19-196,TOR_RW,,FLA,W,1,0,1,1,2,1,0,0,0,0,0,0,1,100,20,15:33,1,1,0,0,
18,11/19/16,18,19-198,TOR_RW,@,MTL,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,16:12,1,2,1,1,50
19,11/22/16,19,19-201,TOR_RW,,CAR,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,20,14:32,1,1,0,0,
20,11/23/16,20,19-202,TOR_RW,@,NJD,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,25,20:18,1,1,0,1,0
21,11/26/16,21,19-205,TOR_RW,,WSH,W,0,2,2,0,0,0,0,0,0,1,1,0,1,0,22,18:02,1,1,0,0,
22,11/29/16,22,19-208,TOR_RW,@,EDM,W,0,1,1,1,2,0,0,0,0,1,0,0,0,,22,15:14,0,2,0,1,0
23,11/30/16,23,19-209,TOR_RW,@,CGY,L,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,18:36,0,1,0,0,
24,12/3/16,24,19-212,TOR_RW,@,VAN,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,26,22:04,1,0,0,0,
25,12/7/16,25,19-216,TOR_RW,,MIN,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,18:52,0,0,0,1,0
26,12/10/16,26,19-219,TOR_RW,@,BOS,W,0,0,0,0,2,0,0,0,0,0,0,0,1,0,20,17:21,1,0,0,0,
27,12/11/16,27,19-220,TOR_RW,,COL,L,0,1,1,-1,0,0,0,0,0,0,1,0,2,0,21,16:32,0,1,1,1,50
28,12/13/16,28,19-222,TOR_RW,,SJS,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,16:20,0,0,0,0,
29,12/15/16,29,19-224,TOR_RW,,ARI,L-SO,1,0,1,0,0,1,0,0,0,0,0,0,2,50,23,20:11,0,0,0,1,0
30,12/17/16,30,19-226,TOR_RW,,PIT,W,0,2,2,2,0,0,0,0,0,2,0,0,3,0,21,16:42,0,0,0,0,
31,12/19/16,31,19-228,TOR_RW,,ANA,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,21,16:46,0,0,0,0,
32,12/22/16,32,19-231,TOR_RW,@,COL,W,0,3,3,2,0,0,0,0,0,2,1,0,2,0,25,17:29,0,0,0,2,0
33,12/23/16,33,19-232,TOR_RW,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,17:01,0,1,1,1,50
34,12/28/16,34,19-237,TOR_RW,@,FLA,W,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24,16:25,2,0,0,1,0
35,12/29/16,35,19-238,TOR_RW,@,TBL,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,16:14,0,0,1,0,100
36,1/1/17,36,19-241,TOR_RW,,DET,W,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,23,15:31,1,0,0,0,
37,1/3/17,37,19-243,TOR_RW,@,WSH,L-OT,1,1,2,-2,0,1,0,0,0,0,1,0,3,33.3,24,14:39,0,0,0,1,0
38,1/6/17,38,19-246,TOR_RW,@,NJD,W,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,20,18:11,3,1,0,0,
39,1/7/17,39,19-247,TOR_RW,,MTL,L,0,3,3,0,2,0,0,0,0,1,2,0,4,0,30,20:53,1,0,1,0,100
40,1/13/17,40,19-253,TOR_RW,@,NYR,W,0,2,2,0,0,0,0,0,0,0,2,0,0,,18,14:55,0,0,0,0,
41,1/14/17,41,19-254,TOR_RW,@,OTT,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,21,16:15,0,0,0,0,
42,1/17/17,42,19-257,TOR_RW,,BUF,W,0,1,1,-1,2,0,0,0,0,0,1,0,0,,18,15:51,1,1,0,0,
43,1/19/17,43,19-259,TOR_RW,,NYR,L,0,1,1,-1,0,0,0,0,0,1,0,0,1,0,24,14:32,1,0,0,0,
44,1/21/17,44,19-261,TOR_RW,,OTT,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,24,18:44,0,0,0,0,
45,1/23/17,45,19-263,TOR_RW,,CGY,W,1,1,2,1,2,1,0,0,1,0,1,0,3,33.3,19,16:47,0,1,0,0,
46,1/25/17,46,19-265,TOR_RW,@,DET,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,18:05,1,0,0,0,
47,1/26/17,47,19-266,TOR_RW,@,PHI,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,16:05,0,1,0,0,
48,1/31/17,48,19-271,TOR_RW,@,DAL,L,1,1,2,-1,0,1,0,0,0,0,1,0,6,16.7,25,17:12,0,1,0,0,
49,2/2/17,49,19-273,TOR_RW,@,STL,L,1,0,1,1,2,1,0,0,0,0,0,0,3,33.3,24,17:54,0,0,0,0,
50,2/4/17,50,19-275,TOR_RW,@,BOS,W,0,2,2,1,0,0,0,0,0,2,0,0,1,0,23,15:15,1,0,0,1,0
51,2/6/17,51,19-277,TOR_RW,@,NYI,L-OT,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,23,18:31,0,2,0,0,
52,2/7/17,52,19-278,TOR_RW,,DAL,W,0,1,1,1,0,0,0,0,0,1,0,0,3,0,23,15:29,4,1,1,0,100
53,2/9/17,53,19-280,TOR_RW,,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,14:59,1,2,0,0,
54,2/11/17,54,19-282,TOR_RW,,BUF,L,1,0,1,-1,0,0,1,0,0,0,0,0,5,20,23,18:22,2,0,0,0,
55,2/14/17,55,19-285,TOR_RW,,NYI,W,0,1,1,1,2,0,0,0,0,1,0,0,0,,22,16:46,2,0,0,0,
56,2/15/17,56,19-286,TOR_RW,@,CBJ,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,9:56,0,1,0,0,
57,2/28/17,57,19-299,TOR_RW,@,SJS,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,20,15:53,0,1,1,1,50
58,3/2/17,58,19-301,TOR_RW,@,LAK,L-SO,0,1,1,1,2,0,0,0,0,1,0,0,0,,24,15:37,1,0,0,1,0
59,3/3/17,59,19-302,TOR_RW,@,ANA,L,0,1,1,-4,2,0,0,0,0,0,1,0,2,0,23,16:36,0,0,0,1,0
60,3/7/17,60,19-306,TOR_RW,,DET,W,0,2,2,1,0,0,0,0,0,1,1,0,2,0,20,15:51,0,0,1,0,100
61,3/9/17,61,19-308,TOR_RW,,PHI,W,1,0,1,1,2,0,1,0,1,0,0,0,1,100,23,13:49,0,0,0,0,
62,3/11/17,62,19-310,TOR_RW,@,CAR,W,1,0,1,2,0,1,0,0,0,0,0,0,3,33.3,22,15:38,1,1,0,0,
63,3/14/17,63,19-313,TOR_RW,@,FLA,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,22,16:43,0,0,0,0,
64,3/16/17,64,19-315,TOR_RW,@,TBL,W,0,1,1,2,0,0,0,0,0,1,0,0,2,0,20,13:14,1,0,0,0,
65,3/18/17,65,19-317,TOR_RW,,CHI,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,18:11,1,3,0,0,
66,3/20/17,66,19-319,TOR_RW,,BOS,W,0,1,1,1,0,0,0,0,0,1,0,0,5,0,18,24:24:00,1,0,0,0,
67,3/22/17,67,19-321,TOR_RW,@,CBJ,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,16:54,1,2,0,0,
68,3/23/17,68,19-322,TOR_RW,,NJD,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0,21,16:23,0,0,0,1,0
69,3/25/17,69,19-324,TOR_RW,@,BUF,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,18:54,0,0,0,0,
70,3/28/17,70,19-327,TOR_RW,,FLA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,15:35,0,0,0,0,
71,3/30/17,71,19-329,TOR_RW,@,NSH,W,0,1,1,0,0,0,0,0,0,0,1,0,0,,21,14:32,1,1,0,1,0
72,4/1/17,72,19-331,TOR_RW,@,DET,W,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,21,15:15,0,0,0,0,
73,4/3/17,73,19-333,TOR_RW,@,BUF,W,0,1,1,1,0,0,0,0,0,0,1,0,2,0,21,14:28,0,0,1,1,50
74,4/4/17,74,19-334,TOR_RW,,WSH,L,1,0,1,0,2,0,1,0,0,0,0,0,2,50,23,18:09,0,0,0,1,0
75,4/6/17,75,19-336,TOR_RW,,TBL,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,25,17:55,0,0,0,0,
76,4/8/17,76,19-338,TOR_RW,,PIT,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,23,18:53,0,0,0,0,
77,4/9/17,77,19-339,TOR_RW,,CBJ,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,18:03,0,0,0,0,
