Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
39,12/29/18,39,28-100,TOR_C,,NYI,L,0,0,0,-1,0,0,0,0,0,0,0,0,5,0,21,17:17,2,0,15,4,78.9
40,1/3/19,40,28-105,TOR_C,,MIN,L,0,2,2,2,2,0,0,0,0,2,0,0,6,0,24,22:07,1,1,19,11,63.3
41,1/5/19,41,28-107,TOR_C,,VAN,W,1,0,1,1,0,1,0,0,1,0,0,0,2,50,22,16:04,0,0,12,4,75
42,1/7/19,42,28-109,TOR_C,,NSH,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,25,19:44,0,2,8,7,53.3
43,1/10/19,43,28-112,TOR_C,@,NJD,W,2,1,3,3,2,2,0,0,1,1,0,0,6,33.3,25,16:32,0,0,3,14,17.6
44,1/12/19,44,28-114,TOR_C,,BOS,L,0,0,0,0,2,0,0,0,0,0,0,0,3,0,24,19:14,0,0,7,9,43.8
45,1/14/19,45,28-116,TOR_C,,COL,L,0,0,0,-4,2,0,0,0,0,0,0,0,0,,22,19:26,0,0,9,8,52.9
46,1/17/19,46,28-119,TOR_C,@,TBL,W,0,2,2,2,0,0,0,0,0,2,0,0,2,0,23,18:41,0,1,8,9,47.1
47,1/18/19,47,28-120,TOR_C,@,FLA,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,21:12,0,0,10,12,45.5
48,1/20/19,48,28-122,TOR_C,,ARI,L,1,0,1,-1,0,1,0,0,0,0,0,0,2,50,21,18:03,1,0,4,3,57.1
49,1/23/19,49,28-125,TOR_C,,WSH,W,0,1,1,-1,0,0,0,0,0,0,1,0,6,0,24,18:48,0,0,13,7,65
50,2/1/19,50,28-134,TOR_C,@,DET,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,25,19:37,1,1,9,10,47.4
51,2/2/19,51,28-135,TOR_C,,PIT,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,19:52,0,2,11,5,68.8
52,2/4/19,52,28-137,TOR_C,,ANA,W,1,1,2,1,0,1,0,0,0,1,0,0,3,33.3,22,16:33,0,0,11,5,68.8
53,2/6/19,53,28-139,TOR_C,,OTT,W,1,1,2,2,0,1,0,0,0,1,0,0,4,25,23,20:22,2,3,7,8,46.7
54,2/9/19,54,28-142,TOR_C,@,MTL,W,1,1,2,2,4,1,0,0,1,1,0,0,1,100,25,19:48,0,1,11,10,52.4
55,2/10/19,55,28-143,TOR_C,@,NYR,L,0,0,0,-3,0,0,0,0,0,0,0,0,8,0,22,19:39,0,0,12,4,75
56,2/12/19,56,28-145,TOR_C,@,COL,W,0,2,2,0,0,0,0,0,0,0,2,0,2,0,22,18:19,0,2,11,5,68.8
57,2/14/19,57,28-147,TOR_C,@,VEG,W,0,1,1,0,0,0,0,0,0,1,0,0,3,0,24,19:49,0,2,9,8,52.9
58,2/16/19,58,28-149,TOR_C,@,ARI,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,22,20:31,1,0,10,9,52.6
59,2/19/19,59,28-152,TOR_C,@,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,18:49,2,1,12,9,57.1
60,2/21/19,60,28-154,TOR_C,,WSH,L,1,0,1,-1,0,1,0,0,0,0,0,0,2,50,24,21:21,0,0,15,7,68.2
